MSME_ID,Customer_Segment,Business_Type,Industry,Location_Category,Years_in_Operation,Employee_Count,Annual_Turnover_INR,Monthly_GST_Sales_INR,Monthly_GST_Purchases_INR,GST_Filing_Timeliness_Pct,GST_Return_Frequency,Monthly_UPI_Inflow_INR,Monthly_UPI_Outflow_INR,UPI_Avg_Ticket_Size_INR,UPI_Daily_Txn_Count,Transaction_Volatility_Index,Monthly_Bank_Credits_INR,Monthly_Bank_Debits_INR,Average_Bank_Balance_INR,Cashflow_Stability_Index,Has_Existing_Loan,Monthly_Loan_EMI_INR,EMI_On_Time_Rate_Pct,Overdraft_Usage_Ratio,Monthly_Payroll_INR,Salary_Consistency_Pct,Employee_Attrition_Rate_Pct,Avg_Invoice_Payment_Delay_Days,Customer_Concentration_Ratio,Vendor_Payment_Timeliness_Pct,Seasonality_Index,Revenue_Growth_Rate_Pct,Credit_History_Months,Business_Stability_Score,Cashflow_Score,Revenue_Consistency_Score,Payment_Behaviour_Score,Business_Growth_Score,Compliance_Score,Financial_Health_Score,Probability_of_Default,Credit_Risk_Category,Credit_Eligible,Recommended_Credit_Limit_INR
MSME0036667,NTB,Private Limited,Services,Metro,10.8,1,2018503,159468,95880,98.3,Monthly,124143,62133,344,13.9,0.24,171384,118800,133706,0.877,No,0,,0.146,29174,92.7,22.3,11.4,0.445,89.2,0.659,-12.0,0,79.6,85.7,58.3,87.3,22.7,96.9,80.7,0.0402,Low,Yes,364000
MSME0036668,NTC,Private Limited,Services,Tier 2,2.3,2,4378935,377837,204458,78.4,Monthly,258983,201107,636,15.7,0.26,399062,362306,88040,0.724,No,0,,0.328,52925,82.3,19.8,8.7,0.245,74.4,0.197,13.6,0,60.4,68.5,72.5,79.9,42.4,79.4,76.0,0.0928,Medium,Yes,384000
MSME0036669,NTC,Proprietorship,Logistics,Tier 1,2.4,1,595263,49974,32512,73.3,Monthly,7695,3743,223,1.3,0.186,55613,40771,40658,0.671,No,0,,0.3,34941,79.9,18.3,31.3,0.239,77.5,0.735,-6.1,0,60.4,69.8,60.5,75.3,26.8,75.0,69.9,0.1657,High,No,0
MSME0036670,NTC,Partnership,Trading,Rural,8.3,1,3453968,324282,207750,85.5,Monthly,117425,82625,667,6.8,0.245,323082,300786,68265,0.624,No,0,,0.213,23587,82.8,30.6,11.0,0.466,79.3,0.174,-12.6,0,71.4,65.4,70.1,81.9,22.3,84.8,71.7,0.1065,Medium,Yes,272000
MSME0036671,NTC,Proprietorship,Food & Beverage,Metro,5.9,3,4830670,348831,178995,74.0,Monthly,112882,67247,314,13.8,0.313,362997,288759,244356,0.651,No,0,,0.374,94842,79.5,27.5,13.4,0.271,70.7,0.457,6.1,0,67.3,65.5,61.7,76.6,38.5,75.4,71.8,0.1361,Medium,Yes,392000
MSME0036672,NTC,Proprietorship,Logistics,Tier 2,2.6,1,4038864,358338,273240,93.8,Monthly,85680,44268,442,7.4,0.284,354164,267250,161165,0.77,No,0,,0.132,38444,98.0,15.2,12.8,0.592,90.6,0.461,-8.6,0,67.4,79.0,61.2,87.7,25.1,94.9,81.3,0.037,Low,Yes,659000
MSME0036673,NTB,Partnership,Manufacturing,Tier 2,1.9,2,1804171,156086,110938,82.2,Monthly,57712,29265,236,9.4,0.267,148993,121478,63335,0.607,No,0,,0.292,44552,84.4,16.0,8.9,0.31,75.6,0.241,14.8,0,60.3,64.8,71.2,80.5,43.3,82.8,72.0,0.1172,Medium,Yes,139000
MSME0036674,NTB,Private Limited,Textiles,Metro,3.2,3,5208412,367473,343975,93.9,Monthly,96709,56366,416,8.9,0.204,350800,272624,141141,0.825,No,0,,0.078,57447,92.0,15.0,21.5,0.327,90.8,0.237,5.9,0,67.6,82.9,73.7,85.3,38.4,93.4,83.7,0.0287,Low,Yes,896000
MSME0036675,NTB,Proprietorship,Services,Metro,8.6,1,2828076,254056,118998,89.5,Monthly,124639,86403,376,12.7,0.189,256188,243001,56570,0.73,No,0,,0.331,24817,88.9,25.1,13.2,0.935,87.2,0.072,32.2,0,75.0,67.9,82.7,85.7,53.6,89.4,77.8,0.0643,Medium,Yes,249000
MSME0036676,NTB,Proprietorship,Food & Beverage,Tier 1,3.5,10,35402726,2983472,1441474,72.0,Monthly,1571725,466443,4321,14.0,0.263,3282809,2894074,813217,0.508,No,0,,0.262,120644,81.8,22.3,21.5,0.512,76.7,0.459,7.7,0,63.7,58.8,64.9,77.6,44.1,74.5,67.0,0.2008,High,No,0
MSME0036677,NTB,Private Limited,Manufacturing,Tier 1,2.7,5,12248249,932348,408513,87.2,Monthly,315669,89722,558,21.8,0.365,892527,658501,648929,0.663,No,0,,0.235,67762,88.8,13.3,12.3,0.515,72.8,0.252,7.3,0,65.5,70.8,63.9,78.0,41.1,87.6,72.7,0.1218,Medium,Yes,1006000
MSME0036678,NTB,Partnership,Manufacturing,Tier 1,6.6,9,19819374,1582625,658564,80.3,Quarterly,76598,38059,185,16.0,0.316,1596549,1289482,632343,0.638,No,0,,0.308,213855,76.4,23.0,16.3,0.543,81.0,0.085,9.3,0,68.7,66.2,71.3,81.4,44.8,79.3,70.4,0.1502,High,No,0
MSME0036679,NTB,Proprietorship,Logistics,Metro,6.5,2,6699963,523978,125404,79.5,Monthly,119771,63304,435,10.6,0.26,540128,450099,226036,0.598,No,0,,0.324,34597,84.1,15.2,18.6,0.445,75.0,0.321,8.4,0,72.8,63.1,68.6,77.5,38.8,80.6,71.1,0.1405,Medium,Yes,511000
MSME0036680,Existing-to-Credit,Partnership,Services,Tier 3,0.5,1,2728979,224949,161337,97.2,Monthly,151715,106060,738,7.9,0.185,234209,185466,114563,0.825,Yes,10961,97.0,0.119,19731,91.4,4.7,0.4,0.487,90.4,0.492,18.1,4,56.6,81.6,70.3,94.0,43.8,95.8,79.7,0.0392,Low,Yes,469000
MSME0036681,NTC,LLP,Textiles,Tier 2,4.3,4,18625630,1777251,1448847,70.6,Quarterly,522578,153243,2858,7.0,0.309,1709360,1394954,816442,0.603,No,0,,0.346,71478,80.9,10.4,12.0,0.655,68.5,0.322,-34.2,0,68.5,63.2,59.3,75.8,11.3,73.2,64.6,0.2587,High,No,0
MSME0036682,Existing-to-Credit,LLP,Food & Beverage,Tier 3,1.5,3,1753471,137708,71646,91.0,Monthly,47961,13930,341,5.4,0.269,123705,95695,63291,0.77,Yes,32917,90.2,0.262,103319,87.1,14.1,5.3,0.449,92.3,0.313,43.1,10,59.6,75.3,73.5,92.3,64.4,90.1,81.8,0.028,Low,Yes,286000
MSME0036683,NTC,Proprietorship,Food & Beverage,Rural,1.4,2,3484407,283613,196276,72.1,Quarterly,129138,87214,619,8.0,0.516,293679,234493,111843,0.613,No,0,,0.322,43717,80.0,20.6,20.9,0.266,74.9,0.437,-10.7,0,55.3,64.7,47.5,76.8,25.4,74.1,67.0,0.2626,High,No,0
MSME0036684,NTC,Proprietorship,Services,Tier 1,7.0,1,1391543,105492,80765,83.7,Monthly,67586,42341,158,16.5,0.283,114343,106664,26357,0.553,No,0,,0.285,16181,88.5,10.9,11.1,0.89,91.8,0.354,1.4,0,76.1,59.7,65.4,88.8,32.1,84.9,65.9,0.2166,High,No,0
MSME0036685,NTC,Partnership,Healthcare,Tier 2,3.7,1,1196306,103145,43169,79.7,Monthly,79213,38321,682,4.5,0.246,112565,90353,74664,0.719,No,0,,0.267,29036,84.3,17.5,9.6,0.57,80.1,0.144,21.0,0,66.2,71.8,75.8,82.8,45.8,80.8,74.6,0.1003,Medium,Yes,104000
MSME0036686,NTC,Private Limited,Healthcare,Tier 2,5.3,2,1196216,93988,39260,87.9,Monthly,45761,14713,335,5.3,0.149,85108,72771,29039,0.771,No,0,,0.252,36397,83.7,26.3,1.4,0.111,84.4,0.292,-6.3,0,67.7,74.0,73.8,87.4,28.5,86.9,79.7,0.0478,Low,Yes,195000
MSME0036687,NTC,Proprietorship,Manufacturing,Tier 3,2.5,2,4080981,327520,174541,83.3,Monthly,46751,17072,217,8.3,0.24,328730,233623,235113,0.679,No,0,,0.308,65936,85.4,18.5,18.2,0.464,77.0,0.624,3.3,0,62.4,70.4,61.5,78.7,35.2,83.8,73.1,0.1188,Medium,Yes,341000
MSME0036688,NTC,Proprietorship,Trading,Tier 1,5.9,5,7607064,796868,581824,76.3,Monthly,179136,131433,670,10.3,0.43,880326,714583,531439,0.566,No,0,,0.285,138451,76.6,13.2,8.2,0.585,75.6,0.565,4.3,0,70.0,62.8,51.7,80.7,39.0,76.3,63.6,0.2891,High,No,0
MSME0036689,NTB,Proprietorship,Healthcare,Tier 2,5.8,2,2750430,227836,201968,81.6,Monthly,180967,123296,761,9.1,0.03,219253,220664,16518,0.813,Yes,35842,90.7,0.281,27552,84.2,21.3,7.8,0.378,85.7,0.228,4.3,32,70.0,72.6,84.2,88.1,35.9,82.2,77.1,0.0618,Medium,Yes,263000
MSME0036690,Existing-to-Credit,Proprietorship,Retail,Tier 3,1.1,1,1001551,78145,49806,82.7,Quarterly,44127,24880,192,8.9,0.475,75923,56672,51919,0.555,Yes,12599,85.1,0.39,29553,87.2,1.0,19.8,0.781,79.5,0.438,31.1,8,60.6,60.9,56.2,80.2,52.9,83.8,68.7,0.2308,High,No,0
MSME0036691,Existing-to-Credit,Private Limited,Manufacturing,Tier 3,2.4,1,824187,68473,57330,85.3,Monthly,15830,12974,212,2.9,0.272,69013,46041,58428,0.736,Yes,24154,96.3,0.226,19926,92.2,18.6,7.5,0.338,84.9,0.475,16.7,18,64.0,76.5,65.3,88.9,42.8,87.0,78.2,0.0493,Low,Yes,130000
MSME0036692,NTC,Private Limited,IT & Digital,Rural,4.8,1,1219025,105241,74289,72.7,Monthly,13251,9499,273,1.9,0.27,116113,91034,37089,0.661,No,0,,0.224,15258,77.8,21.0,17.2,0.233,70.8,0.305,3.4,0,66.1,70.1,67.7,75.5,33.5,74.0,68.8,0.1771,High,No,0
MSME0036693,Existing-to-Credit,Proprietorship,Services,Tier 2,1.2,4,4002474,293180,162625,77.6,Monthly,72491,36193,357,7.8,0.332,289914,227514,116339,0.655,Yes,56012,79.4,0.361,66986,75.8,30.4,14.6,0.66,72.7,0.267,-9.9,9,50.5,66.3,62.9,76.8,28.3,77.1,65.7,0.2507,High,No,0
MSME0036694,NTC,Proprietorship,IT & Digital,Rural,10.5,1,2593057,196829,79054,88.0,Monthly,59529,44193,726,3.2,0.154,210431,177992,102430,0.72,No,0,,0.156,21550,85.1,23.9,3.4,0.69,89.3,0.105,3.2,0,76.5,73.8,79.6,89.6,33.3,87.2,81.9,0.0388,Low,Yes,402000
MSME0036695,Existing-to-Credit,Partnership,Services,Tier 1,4.6,6,7107919,580438,443895,84.3,Monthly,189887,168556,1064,6.9,0.179,546490,380640,238025,0.734,Yes,38502,88.8,0.214,145199,84.2,19.3,21.9,0.299,85.0,0.197,12.9,26,68.0,76.1,77.3,83.4,45.7,84.3,77.9,0.0675,Medium,Yes,629000
MSME0036696,NTC,Proprietorship,Trading,Tier 3,3.2,9,11728556,1007174,588914,98.3,Monthly,230100,209207,885,10.0,0.189,1045013,711409,743141,0.744,No,0,,0.151,263473,92.3,9.7,5.9,0.635,86.0,0.203,22.0,0,69.1,78.5,77.9,87.1,53.7,96.8,80.2,0.0419,Low,Yes,1865000
MSME0036697,Existing-to-Credit,Partnership,Services,Tier 3,5.4,1,1287518,111881,60866,89.2,Monthly,34753,23669,334,4.0,0.215,114347,104299,39492,0.706,Yes,13180,89.5,0.114,20956,90.6,1.0,7.6,0.445,86.0,0.219,15.3,23,76.2,72.7,74.9,88.1,41.8,89.5,77.8,0.0495,Low,Yes,197000
MSME0036698,NTC,Proprietorship,Services,Tier 3,1.3,6,7936632,616551,262195,86.9,Monthly,415322,278869,3144,5.1,0.263,682577,430186,506811,0.838,No,0,,0.148,197747,88.1,17.0,24.9,0.461,83.5,0.666,31.8,0,58.1,84.8,63.3,80.4,59.0,87.2,82.0,0.0411,Low,Yes,1382000
MSME0036699,NTC,Partnership,Healthcare,Tier 3,4.5,9,49619620,4059344,2282050,77.8,Quarterly,3429643,2872901,18321,7.2,0.445,4218480,3969966,1253896,0.484,No,0,,0.428,204913,72.5,20.8,16.6,0.438,67.6,0.387,-8.8,0,63.9,52.1,53.3,74.0,32.2,76.4,62.6,0.379,High,No,0
MSME0036700,NTC,Private Limited,Food & Beverage,Tier 1,2.9,3,2486899,203482,112365,73.7,Monthly,71597,38355,315,8.8,0.281,208985,203850,39255,0.528,No,0,,0.319,92346,80.9,19.5,18.5,0.386,77.0,0.537,-2.8,0,62.2,56.6,60.3,78.6,32.3,75.5,67.6,0.2109,High,No,0
MSME0036701,Existing-to-Credit,Partnership,Healthcare,Tier 3,1.8,1,1841786,165052,138130,75.7,Monthly,60281,26818,258,9.0,0.41,184114,150010,93058,0.604,Yes,45517,88.8,0.222,17599,81.2,8.4,11.3,0.513,79.8,0.16,31.4,6,60.7,66.4,67.1,83.5,53.1,77.1,71.6,0.1394,Medium,Yes,142000
MSME0036702,NTC,Proprietorship,Services,Metro,13.1,2,2937791,230548,149832,88.8,Monthly,80930,40705,743,4.2,0.064,257647,217635,111927,0.862,No,0,,0.134,35707,78.8,7.8,1.2,0.362,84.3,0.177,25.4,0,81.4,82.2,86.6,87.4,50.7,86.3,84.9,0.0188,Low,Yes,523000
MSME0036703,Existing-to-Credit,Proprietorship,IT & Digital,Tier 3,7.5,15,18185231,1688310,859185,91.6,Monthly,618812,442171,3295,7.2,0.164,1691488,1137331,1543923,0.779,Yes,98885,87.6,0.17,412160,95.4,12.9,7.1,0.503,85.4,0.286,21.7,48,78.4,80.1,77.2,87.5,55.6,92.5,78.8,0.0554,Low,Yes,2994000
MSME0036704,NTC,Proprietorship,Food & Beverage,Tier 3,7.3,1,1391133,121005,68473,78.0,Monthly,68614,19692,469,5.6,0.202,131069,115763,51187,0.711,No,0,,0.164,19764,84.7,10.3,8.9,0.63,72.0,0.492,18.7,0,75.6,72.3,69.4,78.5,44.2,79.7,79.5,0.0413,Low,Yes,214000
MSME0036705,NTC,Proprietorship,Retail,Metro,2.3,4,6051054,534683,241428,71.3,Monthly,376307,186946,1400,10.3,0.209,529678,551356,62067,0.612,No,0,,0.323,105357,71.2,14.9,29.5,0.603,76.7,0.284,9.0,0,58.3,59.8,72.7,75.4,41.5,71.3,67.1,0.2357,High,No,0
MSME0036706,NTC,Proprietorship,Services,Tier 3,4.3,4,2734930,229073,181131,75.6,Monthly,139465,80732,553,9.7,0.417,207102,181494,85526,0.486,No,0,,0.317,105608,74.1,19.4,16.7,0.429,74.6,0.355,-10.6,0,64.2,56.3,55.5,77.8,27.8,75.2,64.7,0.29,High,No,0
MSME0036707,NTB,Private Limited,Manufacturing,Tier 2,1.7,3,8762646,689123,539157,71.3,Monthly,146383,92488,1360,4.1,0.276,667040,609988,192911,0.563,No,0,,0.404,100913,69.6,19.3,16.6,0.422,70.8,0.526,-0.4,0,54.1,57.6,61.2,75.7,34.0,70.9,61.6,0.3537,High,No,0
MSME0036708,NTB,Partnership,Manufacturing,Rural,4.3,15,16829246,1304425,1023049,82.1,Monthly,163772,64257,398,15.8,0.416,1316014,1273276,314374,0.591,No,0,,0.361,304438,78.6,23.4,29.3,0.423,83.9,0.114,17.9,0,64.6,59.1,65.9,79.4,53.0,81.2,73.7,0.1505,High,No,0
MSME0036709,NTB,Proprietorship,Healthcare,Rural,3.0,1,2166469,180440,112651,83.6,Quarterly,42992,31418,445,3.7,0.283,177401,163435,40054,0.7,No,0,,0.245,31685,90.3,18.0,15.3,0.316,79.3,0.593,8.8,0,65.8,69.0,60.5,80.8,37.3,85.3,72.8,0.1199,Medium,Yes,185000
MSME0036710,NTC,Partnership,IT & Digital,Metro,9.8,7,9324737,770322,476250,89.2,Monthly,76658,45726,185,15.9,0.124,822987,670251,246752,0.755,No,0,,0.14,140791,91.2,14.6,13.0,0.089,87.7,0.38,18.3,0,79.9,76.8,76.8,86.1,50.1,89.7,83.8,0.027,Low,Yes,1499000
MSME0036711,NTB,Proprietorship,Retail,Tier 2,8.2,2,4285040,345299,268621,74.9,Quarterly,159339,106981,982,6.2,0.262,380250,315130,181884,0.648,No,0,,0.303,44249,73.6,23.6,7.5,0.196,83.6,0.568,0.0,0,70.3,66.5,61.1,85.3,32.9,74.6,74.7,0.0951,Medium,Yes,346000
MSME0036712,NTC,Proprietorship,Retail,Tier 2,8.2,2,3214343,255832,185698,83.3,Monthly,76505,49410,135,21.8,0.236,258934,192772,225132,0.608,No,0,,0.281,24312,80.6,14.1,19.3,0.721,83.8,0.454,4.7,0,74.7,66.5,66.2,82.1,36.2,82.6,73.4,0.1132,Medium,Yes,248000
MSME0036713,NTC,Proprietorship,Manufacturing,Tier 2,14.0,8,33792699,3004140,2151830,78.4,Monthly,161953,151975,526,11.8,0.293,3089475,2144529,2468698,0.667,No,0,,0.241,290357,86.3,20.7,12.5,0.508,77.6,0.521,8.9,0,81.2,71.8,61.7,80.6,44.1,80.4,73.0,0.115,Medium,Yes,2789000
MSME0036714,NTC,Partnership,Textiles,Tier 3,1.9,1,2528445,213297,147300,87.5,Monthly,44227,24649,350,4.9,0.233,253063,219402,83514,0.707,No,0,,0.273,17340,84.5,9.1,11.5,0.244,83.6,0.468,4.9,0,62.0,69.7,66.1,84.2,34.6,86.8,76.8,0.0598,Low,Yes,387000
MSME0036715,NTB,Proprietorship,Food & Beverage,Tier 3,9.3,1,4188945,360709,255484,85.4,Monthly,182847,98582,994,7.1,0.343,406584,319864,200484,0.681,No,0,,0.248,18952,76.6,20.1,23.6,0.155,91.0,0.39,17.0,0,73.5,70.5,63.2,84.9,43.0,83.2,74.3,0.1118,Medium,Yes,351000
MSME0036716,Existing-to-Credit,Proprietorship,Trading,Tier 3,4.4,2,12576713,854828,514568,100.0,Monthly,87580,37504,530,6.4,0.26,860550,687295,519216,0.752,Yes,301192,95.6,0.141,43529,95.3,1.0,11.4,0.557,94.4,0.307,36.9,47,75.4,76.9,73.3,92.9,58.7,98.8,82.6,0.0389,Low,Yes,2016000
MSME0036717,Existing-to-Credit,Proprietorship,Trading,Rural,4.7,16,35150368,2627345,1922595,90.7,Monthly,656923,432785,3053,8.3,0.329,2655980,1915102,1058567,0.658,Yes,639387,87.0,0.261,345663,86.8,9.9,8.7,0.494,79.2,0.245,8.6,16,71.3,70.3,66.4,83.6,46.7,89.7,76.0,0.089,Medium,Yes,2872000
MSME0036718,NTC,Partnership,IT & Digital,Metro,3.6,1,2448092,224820,131565,83.5,Monthly,37703,27889,375,3.9,0.232,246666,179102,164482,0.595,No,0,,0.29,18241,90.7,19.9,11.3,0.54,80.0,0.539,7.9,0,67.2,66.0,64.8,82.2,36.7,85.3,72.1,0.129,Medium,Yes,186000
MSME0036719,Existing-to-Credit,Partnership,Manufacturing,Tier 2,2.0,5,5481339,430838,252922,78.6,Monthly,54507,43576,333,6.3,0.331,346158,329850,64414,0.595,Yes,100254,75.3,0.256,124663,79.4,21.2,23.5,0.307,72.8,0.325,-8.0,9,57.9,62.3,61.8,73.6,30.4,78.8,70.1,0.1584,High,No,0
MSME0036720,NTC,Proprietorship,Retail,Tier 3,3.9,2,3453741,272707,193553,91.4,Monthly,202148,181960,432,18.0,0.121,278919,160547,334037,0.869,No,0,,0.148,60330,92.2,3.3,6.5,0.192,94.7,0.364,12.9,0,72.7,87.6,76.6,91.7,42.0,91.6,79.8,0.0397,Low,Yes,618000
MSME0036721,NTC,Proprietorship,Trading,Tier 3,2.9,14,83268279,6009368,3432889,89.1,Monthly,1030377,809078,3051,13.0,0.287,5566633,4260543,3098015,0.598,No,0,,0.208,279906,90.0,21.0,17.6,0.195,82.5,0.381,-26.7,0,64.6,67.4,60.2,81.9,21.5,89.3,73.4,0.11,Medium,Yes,6355000
MSME0036722,NTB,Proprietorship,IT & Digital,Rural,15.9,2,4976552,398107,263454,88.7,Quarterly,164247,81789,422,15.0,0.21,397311,309932,154970,0.8,Yes,25983,93.6,0.213,50680,80.9,22.5,29.3,0.357,77.1,0.476,-5.7,141,80.7,78.1,65.6,78.0,28.9,86.8,75.9,0.0882,Medium,Yes,470000
MSME0036723,NTC,Private Limited,Logistics,Tier 2,7.9,2,5743256,494822,368751,83.6,Monthly,46871,19438,219,8.2,0.296,456953,368896,275390,0.738,No,0,,0.15,60631,86.0,25.4,3.8,0.302,78.8,0.421,15.2,0,73.1,75.7,65.0,83.6,43.5,84.2,78.8,0.045,Low,Yes,908000
MSME0036724,NTC,Private Limited,Textiles,Tier 1,3.0,5,8243863,636510,342408,84.6,Monthly,181981,116526,591,11.9,0.218,633493,400958,489943,0.734,No,0,,0.188,94553,96.1,23.0,16.4,0.128,88.2,0.358,3.3,0,66.3,78.0,69.5,85.3,38.4,87.5,76.8,0.0587,Low,Yes,1298000
MSME0036725,NTB,Proprietorship,Textiles,Rural,8.0,7,19299387,1752539,1102119,71.2,Monthly,354695,259328,889,15.4,0.448,1706015,1716936,71291,0.482,Yes,588210,83.6,0.372,133300,75.5,30.8,43.6,0.444,67.4,0.315,-8.9,49,68.7,52.0,54.9,66.7,31.1,72.2,61.0,0.4575,High,No,0
MSME0036726,Existing-to-Credit,Proprietorship,Manufacturing,Tier 2,3.2,8,14691113,1166606,516132,84.4,Monthly,480238,179233,1489,12.4,0.36,1264849,906292,600782,0.684,Yes,237777,83.1,0.238,230247,79.1,8.3,7.8,0.267,81.8,0.193,9.0,16,65.5,72.3,65.9,84.4,44.2,83.1,74.6,0.1027,Medium,Yes,1235000
MSME0036727,NTC,Partnership,Food & Beverage,Metro,3.3,1,658143,43172,30914,89.2,Monthly,33421,24273,199,6.5,0.25,40931,25765,40046,0.724,No,0,,0.143,25065,86.1,20.3,7.1,0.643,86.4,0.443,-2.6,0,64.9,78.7,64.5,87.0,29.3,88.4,74.1,0.0917,Medium,Yes,58000
MSME0036728,NTC,Private Limited,Textiles,Tier 1,11.7,1,2783056,263572,177204,79.2,Monthly,74135,48221,442,6.5,0.275,298633,269359,90412,0.613,No,0,,0.346,23527,81.7,23.3,9.7,0.259,86.5,0.66,-8.0,0,77.0,62.0,56.8,86.3,25.5,79.8,73.8,0.0983,Medium,Yes,216000
MSME0036729,NTB,Private Limited,Retail,Tier 2,5.3,18,9724201,713538,492054,100.0,Quarterly,475552,351355,737,24.8,0.266,761583,577504,375720,0.818,No,0,,0.203,336660,90.6,18.7,9.1,0.19,90.4,0.149,49.3,0,71.6,79.8,78.7,88.6,75.7,97.7,85.9,0.0278,Low,Yes,1662000
MSME0036730,NTB,Private Limited,Food & Beverage,Tier 3,12.8,6,8130390,748486,358123,87.7,Monthly,360488,209822,1159,12.0,0.267,740573,569919,370061,0.8,No,0,,0.124,156070,92.0,3.2,16.7,0.209,92.7,0.257,29.1,0,86.2,80.5,73.0,87.7,57.1,88.8,82.9,0.0381,Low,Yes,1366000
MSME0036731,NTC,LLP,Manufacturing,Tier 2,2.6,4,15881328,1186698,603623,83.3,Monthly,430357,143739,1276,13.0,0.21,1278573,1191460,370977,0.726,No,0,,0.155,53741,86.2,24.6,7.4,0.515,85.5,0.372,11.0,0,61.5,72.4,70.8,86.4,42.9,84.1,76.1,0.074,Medium,Yes,1395000
MSME0036732,Existing-to-Credit,Private Limited,Construction,Rural,5.1,37,61448128,5539378,2797464,78.0,Monthly,1672610,1089177,2359,27.3,0.191,6211641,4359250,3222660,0.68,Yes,1059444,86.4,0.108,721265,85.1,13.7,18.7,0.505,72.9,0.745,-6.8,47,70.8,75.7,59.9,77.2,39.5,79.8,76.3,0.0731,Medium,Yes,5143000
MSME0036733,NTB,Proprietorship,Manufacturing,Rural,6.6,10,31952388,2633523,1233832,87.1,Monthly,358243,127993,1673,8.2,0.259,2483261,1800403,1927535,0.709,No,0,,0.156,225103,88.5,15.6,1.9,0.269,86.2,0.03,31.5,0,74.2,75.6,79.4,88.3,60.8,87.4,83.2,0.026,Low,Yes,4903000
MSME0036734,NTC,Proprietorship,Services,Metro,16.9,1,1597348,123965,85122,78.4,Quarterly,54099,36616,578,3.6,0.355,121501,100497,65569,0.685,No,0,,0.401,23115,80.1,29.5,14.2,0.248,69.7,0.333,0.3,0,79.5,66.1,61.4,75.8,31.3,78.9,72.2,0.1468,Medium,Yes,134000
MSME0036735,NTC,Proprietorship,Food & Beverage,Tier 3,1.9,3,4621432,378576,257638,73.1,Quarterly,212713,123202,828,9.9,0.273,491294,371500,332939,0.562,No,0,,0.274,84490,81.7,17.7,11.3,0.756,65.6,0.261,1.8,0,59.0,64.0,68.4,74.4,35.5,75.2,64.5,0.2366,High,No,0
MSME0036736,NTC,Private Limited,Trading,Tier 3,1.2,1,2927490,243979,216688,87.5,Monthly,40753,25654,341,4.6,0.358,273660,208571,134615,0.695,No,0,,0.193,28862,89.6,2.9,10.5,0.676,93.4,0.17,20.7,0,61.5,73.1,68.4,89.8,45.6,88.0,78.8,0.0622,Medium,Yes,249000
MSME0036737,Existing-to-Credit,Partnership,Retail,Metro,3.0,2,7478306,608873,485744,83.5,Monthly,197733,123096,866,8.8,0.236,585471,533914,110600,0.71,Yes,95932,88.9,0.199,67162,91.1,13.9,12.0,0.366,88.7,0.425,-1.0,27,67.0,70.8,66.0,88.2,32.2,85.4,76.1,0.0741,Medium,Yes,646000
MSME0036738,NTC,Proprietorship,Manufacturing,Tier 2,3.6,5,23635776,2025270,1468164,83.4,Monthly,744271,541710,7737,3.7,0.119,1760106,1517597,708219,0.75,No,0,,0.275,79795,84.4,19.2,17.7,0.467,76.9,0.628,8.6,0,65.5,72.1,69.5,78.8,42.1,83.6,78.3,0.0566,Low,Yes,3782000
MSME0036739,NTC,Private Limited,Textiles,Tier 1,0.7,6,10386961,833956,671690,81.0,Monthly,209688,132114,384,21.0,0.264,813700,650107,338554,0.646,No,0,,0.213,101988,81.7,21.1,32.7,0.463,83.6,0.6,20.3,0,51.2,69.2,63.2,78.3,50.9,81.2,71.9,0.1443,Medium,Yes,838000
MSME0036740,NTC,Proprietorship,IT & Digital,Tier 3,2.6,1,1163885,93529,53479,65.1,Quarterly,18932,15144,154,4.7,0.616,89278,72314,45092,0.529,No,0,,0.418,19708,75.0,15.8,10.3,0.27,68.2,0.142,14.5,0,60.3,57.5,52.6,76.1,41.3,67.6,63.5,0.3656,High,No,0
MSME0036741,Existing-to-Credit,Proprietorship,Food & Beverage,Tier 3,1.4,1,1867205,164786,110880,88.8,Monthly,76566,43853,494,6.0,0.295,173014,132901,125177,0.757,Yes,51248,94.5,0.151,26212,98.1,14.2,11.6,0.153,94.4,0.21,-11.0,9,62.3,77.5,66.4,92.6,23.4,91.1,81.9,0.0366,Low,Yes,301000
MSME0036742,NTB,Proprietorship,Retail,Tier 2,4.4,4,4749200,396993,210172,94.9,Monthly,257759,196340,525,18.9,0.34,439086,334198,247904,0.737,Yes,28842,93.0,0.137,75786,97.5,7.6,3.7,0.169,92.7,0.518,3.6,33,74.4,76.9,58.2,93.5,37.7,95.6,87.0,0.0228,Low,Yes,750000
MSME0036743,NTB,LLP,Logistics,Tier 1,3.9,2,6325783,521863,240776,95.0,Monthly,144306,65051,513,10.8,0.263,603279,411532,558039,0.81,No,0,,0.13,32813,89.8,24.4,2.4,0.78,85.8,0.275,16.2,0,66.7,82.6,70.8,87.9,44.3,93.7,81.7,0.0326,Low,Yes,1073000
MSME0036744,NTB,Partnership,Food & Beverage,Tier 1,6.4,2,3339544,271540,228027,87.9,Monthly,111459,61435,259,16.5,0.164,250402,204351,94732,0.832,No,0,,0.157,48409,98.6,19.3,12.6,0.45,100.0,0.485,18.2,0,76.0,80.5,71.8,92.9,45.7,90.6,82.6,0.028,Low,Yes,578000
